Make,Model,MakeCode,FamilyCode,YearGroup,MonthGroup,SequenceNum,Description,CurrentRelease,ImportFlag,LimitedEdition,Series,SeriesModelYear,BadgeDescription,BadgeSecondaryDescription,BodyStyleDescription,BodyConfigDescription,WheelBaseConfig,Roofline,ExtraIdentification,DriveDescription,DriveCode,GearTypeDescription,GearLocationDescription,GearNum,DoorNum,EngineSize,EngineDescription,Cylinders,FuelTypeDescription,InductionDescription,OptionCategory,CamDescription,EngineTypeDescription,FuelCapacity,FuelDeliveryDescription,MethodOfDeliveryDescription,GrossCombinationMAss,GrossVehicleMass,VIN,WheelBase,Height,Length,Width,KerbWeight,TareMass,PayLoad,Power,PowerRPMFrom,PowerRPMTo,Torque,TorqueRPMFrom,TorqueRPMTo,RonRating,SeatCapacity,ModelCode,BuildCountryOriginDescription,ValvesCylinder,EngineCycleDescription,EngineConfigurationDescription,EngineLocation,EngineNum,Acceleration,FrontTyreSize,RearTyreSize,FrontRimDesc,RearRimDesc,TowingBrakes,TowingNoBrakes,WarrantyCustAssist,FreeScheduledService,WarrantyYears,WarrantyKM,FirstServiceKM,FirstServiceMonths,RegServiceMonths,AltEngEngineType,AltEngBatteryType,AltEngCurrentType,AltEngAmpHours,AltEngVolts,AltEngChargingMethod,AltEngPower,AltEngPowerFrom,AltEngPowerTo,AltEngTorque,AltEngTorqueFrom,AltEngTorqueTo,AltEngDrive,NormalChargeMins,QuickChargeMins,NormalChargeVoltage,QuickChargeVoltage,KMRangeElectricEng,ElectricEngineLocation,TopSpeedElectricEng,GreenhouseRating,AirpollutionRating,OverallGreenStarRating,CO2Combined,CO2Urban,CO2ExtraUrban,FuelUrban,FuelExtraurban,FuelCombined,EmissionStandard,MaxEthanolBlend,AncapRating,VFactsClass,VFactsSegment,VFactsPrice,IsPPlateApproved,AverageKM,GoodKM,AvgWholesale,AvgRetail,GoodWholesale,GoodRetail,TradeMin,TradeMax,PrivateMax,NewPrice,Colour,Branch,SaleCategory,Sold_Date,Compliance_Date,Age_Comp_Months,KM,Sold_Amount,Aging,AgingMonths,Age_Comp_Months_Fixed,KM per Year,RelativePower,RelativeTorque
Ford,Territory,FORD,TERRITO,2014,10,12,SZ MkII TX Wagon 5dr Seq Sport Shift 6sp 2.7DT,F,L,F,SZ MkII,,TX,,Wagon,,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,5,2720,2.7,6,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,75.0,Direct Injection,Electronic Sequential,,,6FPAAAJGAT5R#####,2843.0,1717.0,4888.0,1898.0,2012.0,1957.0,,140.0,,4000.0,440.0,,1900.0,,5,hTGB91A,AUSTRALIA,4.0,4 Stroke,V60,Front,#######27DT,,235/60 R17,235/60 R17,17x7.5,17x7.5,2300.0,750.0,1 year roadside,,3.0,100000.0,,,12.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.5,217.0,295.0,172.0,11.3,6.5,8.2,,,5.0,SUV,Large,< $70K,T,75.0,45.0,20400.0,24600.0,22700.0,27200.0,18200.0,20700.0,25000.0,40240.0,Smoke,Adelaide (SA),Auction,2017-10-18 00:00:00.000,12/2014,34.0,60938.0,20700.0,3,36,34.0,21507.529411764706,0.06958250497017893,0.21868787276341947
Toyota,Prius C,TOYO,PRIUS C,2013,0,0,NHP10R Hatchback 5dr E-CVT 1sp 1.5i/45kW Hybrid,F,L,F,NHP10R,,,,Hatchback,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,1.0,5,1497,1.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston - Electric,36.0,Multi-Point Injection,Electronic Sequential,,1565.0,JTDKD3B3901######,2550.0,1455.0,3995.0,1695.0,1120.0,1120.0,445.0,54.0,,4800.0,111.0,,4000.0,91.0,5,NHP10R-AHXVBQ,JAPAN,4.0,4 Stroke,In-line,Front,1NZ-#######,,185/60 R15,185/60 R15,15x5.5,15x5.5,,,,,3.0,100000.0,1500.0,3.0,6.0,Permanent Magnet,Nickel Metal Hydride,AC,,520.0,Engine,45.0,,,,,,Wheels Front,,,,,,,,9.0,8.5,5.0,90.0,86.0,88.0,3.7,3.8,3.9,,E10,5.0,Passenger,Light,< $25K,T,100.0,60.0,10500.0,13500.0,12350.0,15350.0,9200.0,11100.0,13900.0,23990.0,774 - Aqua (T),Belmore (NSW),Auction,2017-05-30 00:00:00.000,06/2013,47.0,27995.0,12250.0,4,48,47.0,7147.659574468085,0.048214285714285716,0.09910714285714285
Mitsubishi,Triton,MITS,TRITON,2012,0,2,MN MY12 GLX Cab Chassis Single Cab 2dr Auto 4sp 1210kg 2.5DT,F,L,F,MN,MY12,GLX,,Cab Chassis,Single Cab,,,,Rear Wheel Drive,RWD,Automatic,Floor,4.0,2,2477,2.5,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,75.0,Direct Injection,Electronic Sequential,5175.0,2750.0,MMAERKA40C?*#####,3000.0,1775.0,5040.0,1750.0,1541.0,,1210.0,100.0,,3800.0,314.0,,2000.0,,2,MN8H20 E12 D53,THAILAND,4.0,4 Stroke,In-line,Front,4D56 ***####,,205 R16 C 8PR,205 R16 C 8PR,16x6.0,16x6.0,2500.0,750.0,5yr Roadside,,5.0,130000.0,1500.0,,12.0,,,,,,,,,,,,,,,,,,,,,5.5,3.0,2.5,227.0,259.0,189.0,11.2,7.1,8.6,,,4.0,Light Commercial,PU/CC 4X2,,T,150.0,100.0,9900.0,12850.0,11700.0,14700.0,8700.0,10500.0,13200.0,27490.0,White,Sunshine (VIC),Auction,2018-01-25 00:00:00.000,09/2012,64.0,82229.0,13200.0,6,72,64.0,15417.9375,0.06489292667099286,0.20376378974691758
Holden,Commodore,HOLD,COMMODO,2014,0,22,VF MY14 SS V Redline Sedan 4dr. Man 6sp 6.0i,F,L,F,VF,MY14,SS V,Redline,Sedan,,,,,Rear Wheel Drive,RWD,Manual,Floor,6.0,4,5967,6.0,8,Petrol - Unleaded ULP,Aspirated,PASS,Pushrod,Piston,71.0,Multi-Point Injection,Electronic Sequential,,,6G1FE5E##EL######,2915.0,1471.0,4966.0,1898.0,1766.0,1723.0,,270.0,,5600.0,530.0,,4400.0,91.0,5,8EP69-R26,AUSTRALIA,2.0,4 Stroke,V90,Front,############,,245/40 R19,275/35 R19,19x8.5,19x8.5,1600.0,750.0,1yr Roadside,,3.0,100000.0,15000.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,4.0,6.5,3.0,281.0,403.0,208.0,17.0,8.7,11.8,Euro 4,E85,5.0,Passenger,Large,< $70K,T,75.0,45.0,30700.0,36350.0,33700.0,39800.0,27900.0,31200.0,36800.0,52490.0,Phantom,Adelaide (SA),Fixed Price,2017-03-16 00:00:00.000,10/2014,29.0,31542.0,36400.0,3,36,29.0,13051.862068965518,0.15288788221970556,0.3001132502831257
Toyota,Corolla,TOYO,COROLLA,2016,0,3,ZRE182R Ascent Sport Hatchback 5dr S-CVT 7sp 1.8i,F,L,F,ZRE182R,,Ascent Sport,,Hatchback,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,7.0,5,1798,1.8,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,50.0,Multi-Point Injection,Electronic Sequential,,,JTNKU3JE#0J######,2600.0,1475.0,4330.0,1760.0,1310.0,1280.0,,103.0,,6400.0,173.0,,4000.0,91.0,5,ZRE182R-AHXNKQ,JAPAN,4.0,4 Stroke,In-line,Front,2ZR-#######,,205/55 R16,205/55 R16,16x6.5,16x6.5,1300.0,450.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,143.0,185.0,118.0,8.0,5.0,6.1,Euro 5,E10,5.0,Passenger,Small,< $40K,T,25.0,15.0,14900.0,17150.0,16750.0,19150.0,13100.0,15100.0,18000.0,23250.0,040 - Glacier White (T),Sunshine (VIC),Dealer Only Auction,2017-06-07 00:00:00.000,07/2016,11.0,27220.0,17700.0,1,12,11.0,29694.545454545456,0.07862595419847328,0.13206106870229006
Toyota,Camry,TOYO,CAMRY,2011,5,10,ACV40R MY10 Altise Sedan 4dr Auto 5sp 2.4i (May ),F,L,F,ACV40R,MY10,Altise,,Sedan,,,,May.,Front Wheel Drive,FWD,Automatic,Floor,5.0,4,2362,2.4,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,70.0,Multi-Point Injection,Electronic Sequential,3215.0,2015.0,6T153BK400X######,2775.0,1480.0,4815.0,1820.0,1500.0,1450.0,515.0,117.0,,5700.0,218.0,,4000.0,91.0,5,ACV40R-DEADKQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AZ-A######,,215/60 R16,215/60 R16,16x6.5,16x6.5,1200.0,500.0,,,3.0,100000.0,5000.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,6.0,6.5,3.5,208.0,,,12.4,6.7,8.8,,,5.0,Passenger,Medium,< $60K,T,150.0,90.0,7050.0,9550.0,8500.0,11200.0,6100.0,7700.0,10200.0,30490.0,061 - Diamond White (T),Perth (WA),Auction,2017-11-28 00:00:00.000,10/2011,73.0,46737.0,9500.0,6,72,72.0,7789.5,0.078,0.14533333333333334
Mazda,BT-50,MAZD,BT-50,2013,0,6,UP0YF1 XT Hi-Rider Utility Dual Cab 4dr Spts Auto 6sp 4x2 1236kg 3.2DT,F,L,F,UP0YF1,,XT,Hi-Rider,Utility,Dual Cab,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,4,3198,3.2,5,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,80.0,Direct Injection,Electronic,6000.0,3200.0,MM0UP0Y#*########,3220.0,1815.0,5373.0,1850.0,1964.0,1884.0,1236.0,147.0,,3000.0,470.0,1750.0,2500.0,,5,B32QAPDD,THAILAND,4.0,4 Stroke,In-line,Front,P5AT#######,,255/70 R16,255/70 R16,16x7.0,16x7.0,3500.0,750.0,,,2.0,-1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,5.5,3.0,2.5,239.0,309.0,198.0,11.6,7.4,8.9,Euro 4,,5.0,Light Commercial,PU/CC 4X2,,T,120.0,80.0,20700.0,24950.0,23050.0,27600.0,18500.0,21000.0,25300.0,38170.0,White,Canberra (ACT),Auction,2017-06-08 00:00:00.000,08/2013,46.0,113168.0,23250.0,4,48,46.0,29522.086956521736,0.07484725050916496,0.23930753564154786
Toyota,Camry,TOYO,CAMRY,2016,5,17,AVV50R Atara SL Sedan 4dr CVT 1sp 2.5i/105kW Hybrid (May),F,L,F,AVV50R,,Atara SL,,Sedan,,,,May,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,1.0,4,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston - Electric,65.0,Multi-Point Injection,Electronic Sequential,,2100.0,6T1BD3FK10#######,2775.0,1470.0,4850.0,1835.0,1610.0,1570.0,,118.0,,5700.0,213.0,,4500.0,91.0,5,AVV50R-DEXDBQ,AUSTRALIA,4.0,4 Stroke,In-line,Front,2AR-######,,215/55 R17,215/55 R17,17x7.0,17x7.0,300.0,300.0,,,3.0,100000.0,5000.0,3.0,9.0,Permanent Magnet,Nickel Metal Hydride,AC,,650.0,Engine,105.0,,,270.0,,,Wheels Front,,,,,,,,,,,121.0,132.0,114.0,5.7,4.9,5.2,Euro 5,E10,5.0,Passenger,Medium,< $60K,T,25.0,15.0,24500.0,29250.0,27000.0,32050.0,22300.0,24900.0,29500.0,40440.0,3P0 - Cherry (T),Sunshine (VIC),Dealer Only Auction,2017-06-21 00:00:00.000,05/2016,13.0,12300.0,29250.0,1,12,12.0,12300.0,0.07329192546583851,0.13229813664596274
Nissan,Pulsar,NISS,PULSAR,2014,0,1,B17 ST Sedan 4dr CVT 1sp 1.8i,F,L,F,B17,,ST,,Sedan,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,1.0,4,1798,1.8,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,52.0,Multi-Point Injection,Electronic Sequential,,1740.0,MNTBAAB17A0######,2700.0,1495.0,4615.0,1760.0,1255.0,1230.0,485.0,96.0,,6000.0,174.0,,4800.0,91.0,5,PULSARASST,THAILAND,4.0,4 Stroke,In-line,Front,MRA8-######?,,195/60 R16,195/60 R16,16x6.5,16x6.5,1100.0,750.0,Roadside Assist,,3.0,100000.0,10000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,7.5,6.5,4.0,160.0,211.0,130.0,8.9,5.4,6.7,Euro 4,,5.0,Passenger,Small,< $40K,T,75.0,45.0,9000.0,11000.0,10650.0,12650.0,7900.0,9600.0,11800.0,22290.0,Red,Canberra (ACT),Fixed Price,2017-09-22 00:00:00.000,08/2014,37.0,65309.0,9280.0,3,36,36.0,21769.666666666668,0.07649402390438247,0.13864541832669322
Ford,Falcon Ute,FORD,FALCONU,2013,0,12,FG MkII EcoLPi Ute Super Cab 2dr Spts Auto 6sp 687kg 4.0Gi,F,L,F,FG MkII,,EcoLPi,,Utility,Extended Cab,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,2,3984,4.0,6,LPG only,Aspirated,CC,DOHC with VVT,Piston,86.0,Direct Injection,Electronic Sequential,4580.0,2510.0,6FPAAAJGCMC*#####,3104.0,1538.0,5105.0,1934.0,1823.0,1740.0,687.0,198.0,,5000.0,409.0,,3250.0,,2,,AUSTRALIA,4.0,4 Stroke,In-line,Front,JGCM8R#####,,215/60 R16,215/60 R16,16x6.5,16x6.5,2300.0,750.0,1 year roadside,,3.0,100000.0,,,12.0,,,,,,,,,,,,,,,,,,,,,5.5,5.5,3.0,226.0,297.0,184.0,18.3,11.3,13.9,Euro 4,,5.0,Light Commercial,PU/CC 4X2,,T,120.0,80.0,13300.0,16450.0,15050.0,18550.0,11600.0,13500.0,16800.0,31490.0,Winter White,Adelaide (SA),Auction,2016-04-20 00:00:00.000,03/2013,37.0,37626.0,15300.0,3,36,36.0,12542.0,0.1086121777290181,0.22435545803620405
Ford,Fiesta,FORD,FIESTA,2014,7,8,WZ MY15 Ambiente Hatchback 5dr PwrShift 6sp 1.5i,F,L,F,WZ,MY15,Ambiente,,Hatchback,,,,,Front Wheel Drive,FWD,Sports Automatic Dual Clutch,Floor,6.0,5,1499,1.5,4,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,42.0,Multi-Point Injection,Electronic Sequential,,,MNB8XXARJ8DA#####,2489.0,1489.0,3969.0,1722.0,1661.9049518435645,1100.0,,82.0,,6300.0,140.0,,4400.0,91.0,5,rX8B9CQ,THAILAND,4.0,4 Stroke,In-line,Front,????**#####,,185/55 R15,185/55 R15,15x6.0,15x6.0,900.0,450.0,,,3.0,100000.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,8.0,7.5,4.5,137.0,181.0,111.0,7.7,4.7,5.8,Euro 5,,5.0,Passenger,Light,< $25K,T,75.0,45.0,8650.0,11400.0,10050.0,13050.0,7500.0,9000.0,11700.0,17825.0,Red,Canberra (ACT),Fixed Price,2017-01-28 00:00:00.000,10/2014,27.0,17629.0,11400.0,3,36,27.0,7835.111111111111,0.049340968572863776,0.08424067805123084
Volkswagen,Passat,VOLK,PASSAT,2012,9,8,Type 3C MY13 118TSI Sedan 4dr DSG 7sp 1.8T,F,L,F,Type 3C,MY13,118TSI,,Sedan,,,,,Front Wheel Drive,FWD,Sports Automatic Dual Clutch,Floor,7.0,4,1798,1.8,4,Petrol - Premium ULP,Turbo Intercooled,PASS,Double Overhead Cam,Piston,70.0,Direct Injection,Electronic Sequential,,,WVWZZZ3CZD*######,2711.0,1490.0,4769.0,1820.0,1661.9049518435645,1482.0,,118.0,4500.0,6200.0,250.0,1500.0,4500.0,95.0,5,3623H7/13,GERMANY,4.0,4 Stroke,In-line,Front,CDAA*#####,8.5,235/45 R17,235/45 R17,17x7.5,17x7.5,1500.0,750.0,3yr Roadside,,3.0,-1.0,,,12.0,,,,,,,,,,,,,,,,,,,,,7.0,7.5,4.0,168.0,226.0,137.0,9.7,5.7,7.2,Euro 5,,,Passenger,Medium,< $60K,T,130.0,80.0,12250.0,15250.0,14000.0,17300.0,10700.0,12600.0,15700.0,38990.0,Blue,Belmore (NSW),Special Fixed Price,2016-05-21 00:00:00.000,01/2013,40.0,28891.0,18250.0,4,48,40.0,8667.3,0.07100285721460885,0.15042978223434078
Ford,Mondeo,FORD,MONDEO,2012,0,1,MC LX TDCi Hatchback 5dr PwrShift 6sp 2.0DT,F,L,F,MC,,LX,TDCi,Hatchback,,,,,Front Wheel Drive,FWD,Sports Automatic Dual Clutch,Floor,6.0,5,1997,2.0,4,Diesel,Turbo Intercooled,PASS,Double Overhead Cam,Piston,70.0,Direct Injection,Electronic Sequential,,,WF0EXXGBBE*######,2850.0,1500.0,4778.0,1886.0,1527.0,1455.0,,120.0,,4000.0,340.0,1750.0,2250.0,,5,,BELGIUM,4.0,4 Stroke,In-line,Front,#*######,,215/55 R16,215/55 R16,16x6.5,16x6.5,1600.0,750.0,,,3.0,100000.0,15000.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,7.5,5.0,3.5,157.0,193.0,135.0,7.3,5.1,5.9,Euro 5,,5.0,Passenger,Medium,< $60K,T,130.0,80.0,7200.0,9700.0,8550.0,11300.0,6200.0,7700.0,10200.0,35490.0,White,Geebung (QLD),Auction,2017-03-29 00:00:00.000,07/2012,56.0,123055.0,7300.0,5,60,56.0,26368.92857142857,0.07858546168958742,0.2226588081204977
Ford,Territory,FORD,TERRITO,2014,0,6,SZ TX Wagon 5dr Seq Sport Shift 6sp AWD 2.7DT,F,L,F,SZ,,TX,,Wagon,,,,,Four Wheel Drive,4WD,Sports Automatic,Floor,6.0,5,2720,2.7,6,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,75.0,Direct Injection,Electronic,,,6FPAAAJGATC*#####,2843.0,1716.0,4883.0,1898.0,2107.0,2052.0,,140.0,,4000.0,440.0,,1900.0,,5,hHGB91B,AUSTRALIA,4.0,4 Stroke,V60,Front,#######27DT,,235/60 R17,235/60 R17,17x7.5,17x7.5,2700.0,750.0,1 year roadside,,3.0,100000.0,,,12.0,,,,,,,,,,,,,,,,,,,,,5.5,3.0,2.5,232.0,305.0,190.0,11.6,7.2,8.8,,,5.0,SUV,Large,< $70K,T,75.0,45.0,19000.0,23000.0,21200.0,25500.0,16800.0,19200.0,23400.0,48240.0,Winter White,Sunshine (VIC),Auction,2016-11-15 00:00:00.000,10/2014,25.0,54392.0,22200.0,2,24,24.0,27196.0,0.0664451827242525,0.20882771713336498
Mitsubishi,Triton,MITS,TRITON,2011,10,40,MN MY12 GLX-R Utility Double Cab 4dr Man 5sp 4x4 950kg 2.5DT,F,L,F,MN,MY12,GLX-R,,Utility,Dual Cab,,,,4X4 Dual Range,4XD,Manual,Floor,5.0,4,2477,2.5,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,75.0,Direct Injection,Electronic Sequential,5700.0,2930.0,MMAJNKB40C?*#####,3000.0,1780.0,5389.0,1800.0,1980.0,,950.0,131.0,,4000.0,400.0,,2000.0,,5,MN5V47 E78 D52,THAILAND,4.0,4 Stroke,In-line,Front,4D56 ***####,,245/65 R17 RF,245/65 R17 RF,17x7.5,17x7.5,3000.0,750.0,5yr Roadside,,5.0,130000.0,1500.0,,12.0,,,,,,,,,,,,,,,,,,,,,6.0,3.0,2.5,217.0,262.0,192.0,9.9,7.3,8.3,,,4.0,Light Commercial,PU/CC 4x4,,T,180.0,120.0,17400.0,21250.0,19700.0,23800.0,15200.0,17700.0,21800.0,48990.0,Silver,Darwin (NT),Pickles Online,2017-08-17 00:00:00.000,01/2012,67.0,100431.0,20800.0,6,72,67.0,17987.641791044778,0.06616161616161616,0.20202020202020202
Honda,Accord,HOND,ACCORD,2004,0,2,7th Gen V6 Luxury Sedan 4dr. Auto 5sp 3.0i,F,L,F,7th Gen,,V6,Luxury,Sedan,,,,,Front Wheel Drive,FWD,Automatic,Floor,5.0,4,2997,3.0,6,Petrol - Unleaded ULP,Aspirated,PASS,OHC with VVT,Piston,65.0,Multi-Point Injection,Electronic Sequential,,,MRHCM66804P05####,2740.0,1455.0,4830.0,1820.0,1525.0,1525.0,,177.0,,6250.0,287.0,,5000.0,91.0,5,,THAILAND,4.0,4 Stroke,V60,Front,J30A4-18#####,8.6,205/60 R16,205/60 R16,16x6.5,16x6.5,1500.0,500.0,,,3.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,,,11.5,8.5,10.6,,,,Passenger,Medium,< $60K,T,325.0,195.0,2550.0,5050.0,4150.0,6750.0,2100.0,3700.0,5800.0,45240.0,Gold,Perth (WA),Auction,2017-11-21 00:00:00.000,09/2004,158.0,157629.0,2750.0,13,156,156.0,12125.307692307691,0.1160655737704918,0.1881967213114754
Mazda,BT-50,MAZD,BT-50,2007,0,0,UNY0W3 DX Cab Chassis Single Cab 2dr Man 5sp 1410kg 2.5DT (3st),F,L,F,UNY0W3,,DX,,Cab Chassis,Single Cab,,,3st,Rear Wheel Drive,RWD,Manual,Floor,5.0,2,2499,2.5,4,Diesel,Turbo Intercooled,CC,Double Overhead Cam,Piston,70.0,Direct Injection,Electronic Sequential,4500.0,2844.0,MM0UNY0W300######,2985.0,1622.0,4841.0,1715.0,1434.0,,1410.0,105.0,,3500.0,330.0,,1800.0,,3,B25K5CLD,THAILAND,4.0,4 Stroke,In-line,Front,WLAT-######,,215/70 R15 C,215/70 R15 C,15x6.5,15x6.5,2250.0,750.0,,,3.0,100000.0,10000.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,5.5,4.0,3.0,219.0,273.0,188.0,10.3,7.1,8.3,Euro 4,,3.0,Light Commercial,PU/CC 4X2,,T,300.0,200.0,4700.0,7250.0,6450.0,9000.0,4100.0,5800.0,8100.0,23255.0,Silver,Townsville (QLD),Auction,2017-06-13 00:00:00.000,07/2007,119.0,105239.0,7500.0,10,120,119.0,10612.336134453783,0.07322175732217573,0.2301255230125523
Ford,Falcon,FORD,FALCON,2008,5,30,FG XR6 Sedan 4dr Spts Auto 6sp 4.0i,F,L,F,FG,,XR6,,Sedan,,,,,Rear Wheel Drive,RWD,Sports Automatic,Floor,6.0,4,3984,4.0,6,Petrol - Unleaded ULP,Aspirated,PASS,DOHC with VVT,Piston,68.0,Multi-Point Injection,Electronic Sequential,,,6FPAAAJGSW8*#####,2838.0,1453.0,4970.0,1868.0,1661.9049518435645,1691.0,,195.0,,6000.0,391.0,,3250.0,91.0,5,18835,AUSTRALIA,4.0,4 Stroke,In-line,Front,JGSW8R#####,,245/45 R17,245/45 R17,17x8.0,17x8.0,2300.0,750.0,1 year roadside,,3.0,100000.0,3000.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,5.5,5.0,3.0,239.0,331.0,186.0,14.0,7.8,10.1,,,5.0,Passenger,Large,< $70K,T,230.0,140.0,5950.0,8500.0,7750.0,10300.0,5200.0,7000.0,9400.0,41490.0,Silhouette,Perth (WA),Special Fixed Price,2017-06-09 00:00:00.000,05/2008,109.0,58427.0,10200.0,9,108,108.0,6491.888888888889,0.11733523014278581,0.23527217941450898
Toyota,RAV4,TOYO,RAV4,2014,1,1,ZSA42R MY14 GX Wagon 5dr CVT 7sp 2WD 2.0i,F,L,F,ZSA42R,MY14,GX,,Wagon,,,,,Front Wheel Drive,FWD,Constantly Variable Transmission,Floor,7.0,5,1987,2.0,4,Petrol - Unleaded ULP,Aspirated,SUV,DOHC with VVT,Piston,60.0,Multi-Point Injection,Electronic Sequential,,2050.0,JTMZDREVX05######,2660.0,1715.0,4570.0,1845.0,1520.0,1485.0,530.0,107.0,,6200.0,187.0,,3600.0,91.0,5,ZSA42R-ANXXKQ,JAPAN,4.0,4 Stroke,In-line,Front,3ZR ######,,225/65 R17,225/65 R17,17x6.5,17x6.5,800.0,750.0,,,3.0,100000.0,5000.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,7.0,6.5,3.5,173.0,219.0,146.0,9.4,6.3,7.4,Euro 4,E10,5.0,SUV,Medium,< $60K,T,75.0,45.0,16750.0,20450.0,18750.0,22750.0,14700.0,16900.0,20800.0,31190.0,3R3 - Wildfire (T),Belmore (NSW),Dealer Only Auction,2017-02-27 00:00:00.000,07/2014,31.0,92873.0,16000.0,3,36,31.0,35950.83870967742,0.07039473684210526,0.12302631578947368
Hyundai,Santa Fe,HYUN,SANTA F,2013,7,10,DM MY14 Elite Wagon 7st 5dr. Spts Auto 6sp 4x4 2.2DT,F,L,F,DM,MY14,Elite,,Wagon,,,,,4X4 On Demand,4XO,Sports Automatic,Floor,6.0,5,2199,2.2,4,Diesel,Turbo Intercooled,SUV,Double Overhead Cam,Piston,64.0,Direct Injection,Electronic Sequential,,2600.0,KMHSU81XSEU######,2700.0,1690.0,4690.0,1880.0,1968.0,1923.0,632.0,145.0,,3800.0,436.0,1800.0,2500.0,,7,DMW72FC5GGA761,SOUTH KOREA,4.0,4 Stroke,In-line,Front,D4HB*?#######,,235/60 R18,235/60 R18,18x7.5,18x7.5,2000.0,750.0,1yr Roadside Assist,1500km,5.0,-1.0,1500.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,192.0,,,9.6,5.9,7.3,,,5.0,SUV,Large,< $70K,T,100.0,60.0,25250.0,30050.0,27850.0,33100.0,22900.0,25700.0,30500.0,47490.0,Black,Sunshine (VIC),Auction,2017-12-05 00:00:00.000,01/2014,47.0,108305.0,25600.0,4,48,47.0,27652.340425531915,0.07367886178861789,0.22154471544715448
Toyota,RAV4,TOYO,RAV4,2016,0,2,ASA44R GX Wagon 5dr Spts Auto 6sp AWD 2.5i,F,L,F,ASA44R,,GX,,Wagon,,,,,4X4 On Demand,4XO,Sports Automatic,Floor,6.0,5,2494,2.5,4,Petrol - Unleaded ULP,Aspirated,SUV,DOHC with VVT,Piston,60.0,Multi-Point Injection,Electronic Sequential,3630.0,2150.0,JTMBFREV*0*######,2660.0,1685.0,4605.0,1845.0,1590.0,1570.0,560.0,132.0,,6000.0,233.0,,4100.0,91.0,5,ASA44R-ANTXKQ,JAPAN,4.0,4 Stroke,In-line,Front,2AR #######,,225/65 R17,225/65 R17,17x6.5,17x6.5,1500.0,750.0,,,3.0,100000.0,10000.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,198.0,264.0,159.0,11.4,6.8,8.5,Euro 5,E10,5.0,SUV,Medium,< $60K,T,25.0,15.0,22200.0,26650.0,24600.0,29300.0,20000.0,22600.0,27000.0,33650.0,8X7 - Blue Gem (T),Hobart (TAS),Auction,2017-05-23 00:00:00.000,07/2016,10.0,24444.0,25000.0,1,12,10.0,29332.8,0.0830188679245283,0.14654088050314465
